3 36258 65284 49630
4 19568 45808 48888 93454
4 10655 17805 4860 550
4 20037 76105 88098 4844
4 52770 41774 37622 1368
4 41973 53267 62559 42081
4 68770 5101 95693 81567
4 73510 99778 24386 74177
4 37500 19314 44390 19539
4 72392 78197 60929 90007
4 16659 62127 57569 74902
3 94276 26158 31948
4 68684 86186 60645 3606
4 79299 89361 47423 75054
4 8513 59570 13452 1548
4 83190 13059 94186 21579
4 76405 70628 85844 64226
4 87102 64257 73150 63233
4 10756 64512 78298 43662
4 94130 63641 14014 39333
4 7839 49180 92886 46003
4 93640 73731 17245 76993
4 36418 98442 82003 89192
4 77515 18550 6612 12231
4 72869 93003 70135 4182
4 90121 4430 81840 94864
4 82663 89451 17851 88266
4 7835 14442 60520 87680
4 2601 25387 39268 70668
4 15426 13262 18097 91860
4 12666 65872 83354 77419
4 51260 69133 65317 68380
4 81647 90064 70214 83946
4 97979 99365 45129 44415
3 24168 77567 69038
4 83993 79300 99963 37599
4 96846 82398 1662 65370
4 91587 91589 43381 85258
4 37426 70432 46961 26827
4 68700 89080 14271 93992
4 51911 76670 39184 94755
4 85607 49831 61180 25107
4 61575 93993 3556 70499
4 77257 6468 16168 44111
4 48993 68331 88811 97154
4 78375 60759 58235 97882
4 13980 92690 43831 16276
4 66 63313 81685 76071
4 6916 52019 38289 28847
4 83658 70478 12198 26196
4 98623 82455 91041 34156
4 34694 47908 94532 76891
4 53653 87377 76057 78672
4 2339 29731 23742 97344
4 75971 33047 92158 74109
4 30386 35896 69851 69319
4 84605 5050 99465 22509
4 9416 22247 31853 47565
4 25160 3914 6399 22176
4 72436 48976 99729 22840
4 88277 45286 14453 71212
4 88561 56481 20145 60706
4 56177 21772 68414 54727
4 52926 14335 74409 44171
4 91992 52054 20701 91670
4 4038 1917 63088 88455
4 55085 8998 78753 52527
4 93136 10214 49845 12703
4 57216 41073 52897 71857
4 82266 93283 99626 33192
4 65455 62375 91947 71728
4 74130 13972 77023 54312
4 58067 94675 10796 81975
4 60225 73737 15555 93789
4 60961 42759 99088 18975
4 51457 69909 6076 86330
4 59343 76812 49194 87375
4 19111 54938 69382 3641
4 72504 12892 77284 54962
4 81370 10896 24842 16247
4 44324 97196 99341 37824
4 31878 52008 77675 74640
4 47464 6787 80835 35177
4 58557 79896 44196 89964
4 6512 53046 31896 67768
4 5489 89518 22567 50285
4 71576 86478 51794 5237
4 52868 5424 19782 82876
4 32035 98484 10760 57053
4 12488 34731 76202 11370
4 41440 34925 2050 28691
4 64412 32398 54872 85252
4 69170 81108 18943 66997
4 29621 62395 10900 27292
4 47218 43019 52326 36041
4 23480 21056 53089 16533
4 4034 37844 72996 23275
3 14580 4691 50661
4 16055 92149 29506 63134
4 16155 26342 29731 99844
4 34446 11012 22406 71970
4 46323 54062 50770 15247
3 83044 60699 81441
4 68082 109 27628 43890
4 34300 78513 20792 22615
4 31721 20081 16564 59422
4 93064 59942 18488 2427
4 66870 8236 82031 18675
4 26504 98572 31156 92030
3 58402 14434 1968
4 44126 39063 62141 3126
4 25656 47233 38893 77763
4 28691 14527 38858 51284
4 3545 54248 27505 60682
4 1898 34475 60906 20060
3 80004 79331 47736
4 6889 64752 72650 73437
3 74228 5337 43308
4 62947 34131 6732 82294
4 94174 31249 57731 68140
4 48322 83091 51384 25246
4 92134 36301 37969 86716
4 30269 71095 27160 47793
4 10557 72990 91894 50652
4 73825 13390 94407 69859
4 66073 86046 93062 5201
4 45602 19549 73992 83954
4 91301 67679 57438 85427
4 33378 27140 79925 25551
4 35785 97287 38820 12670
4 33558 55118 94304 49411
4 28514 62397 81263 93860
4 89814 61079 39368 5681
4 62244 27720 5910 99719
4 8107 7138 69297 48094
4 36351 17358 80720 26558
4 14994 84333 23025 10562
3 50917 29943 80293
4 13293 25424 50276 94366
4 89940 44305 81859 98359
4 90755 80973 88704 99830
4 59027 72075 39387 96771
4 94433 63298 88527 65343
4 88054 95920 68712 48245
4 95213 79360 48021 75847
4 34598 52956 43683 34193
4 55466 63408 31322 60496
4 81760 19879 44447 75453
4 17669 7889 96296 15741
4 14055 77353 93114 88888
4 33548 79249 65990 44106
4 87770 45380 12720 13514
4 21043 26782 75795 46120
4 23627 33506 75630 27527
4 40021 8363 50331 74233
4 50332 85833 66579 44144
4 61789 70253 92664 69308
4 19708 95426 20983 93029
4 40934 88483 82567 74800
4 30426 83371 13700 91204
4 99038 46180 24601 83380
4 89562 98413 2354 59292
4 49930 18285 16978 59480
4 2040 73926 12122 98464
4 58215 66979 95150 64615
4 37533 53136 28971 19610
4 57269 39628 909 40236
4 15765 66689 4849 70102
3 19435 21758 10488
4 65777 98407 68980 16653
4 20698 24801 8133 59963
4 49537 84755 6119 15573
4 27570 48481 46610 73547
4 87497 3496 380 86086
4 76898 7167 6852 79915
4 73848 45890 92386 50284
4 78363 24574 60003 81794
4 99536 84280 27112 39854
4 51067 13991 20876 45001
4 91678 61965 41562 12911
4 94979 90698 24968 99219
4 82996 63498 91411 91925
4 87930 40619 59047 67004
4 4900 66064 10227 81478
3 70613 70659 80211
4 76528 83051 22077 86390
4 92174 24362 23721 585
4 3775 82639 64138 38437
4 2470 32981 86270 52166
4 36787 18555 26176 61500
4 92890 86357 21326 17138
4 14158 70460 49967 3944
4 1995 45037 63748 54368
4 17025 67244 20283 63465
4 3551 21863 60554 53515
4 60076 7143 91399 97082
4 27382 75676 14891 10974
3 94489 39561 46673
4 83697 23132 317 13027
4 84134 34118 33176 4466
4 42333 31646 10631 16053
4 73155 31649 58684 72924
4 54353 82779 28141 13502
4 19209 42889 69792 32360
4 62334 85494 48385 18172
4 13953 19962 90404 27325
4 8907 71207 80900 31678
4 23365 74187 81232 11012
4 74850 72686 82078 50950
4 72274 91935 55477 56870
4 24139 40378 41481 92836
4 45537 55172 43013 30038
4 70337 77264 6727 62418
4 65171 62757 43630 24782
4 18457 66144 44035 93982
4 58587 51174 70124 76470
3 68084 16476 74898
4 35115 19127 72524 69623
4 15924 78760 42419 42100
3 83821 94233 12199
4 68090 57125 8800 33301
4 12034 61468 29617 43291
4 29681 24409 57684 61927
4 68719 70574 62681 27604
4 6935 52464 85123 33818
4 54710 19463 5431 73845
4 30212 44589 15499 76252
4 29189 39363 24790 11555
4 66696 35622 86773 19039
4 75056 58050 15736 2150
4 87724 3100 75642 64590
4 4827 94712 85440 51541
4 97398 5556 17554 24618
4 7292 65312 56923 96016
4 54617 36274 29352 99891
3 8299 31846 70504
4 50391 26614 35841 77556
4 52751 57817 88521 76281
4 18045 23332 64507 73031
4 50070 55445 83814 53304
4 6190 67508 33921 69195
4 9400 75190 45017 67758
4 41554 45153 48260 46318
4 17965 20416 65930 73813
4 17229 53207 65395 33549
4 70262 47722 49847 65927
4 84951 53110 8954 81018
4 36982 25495 25311 74519
4 9983 44310 74931 84855
4 71971 79679 83001 30973
4 47970 10179 68600 62904
4 44864 86850 12248 79844
4 36848 67140 81286 14321
4 84764 41350 87606 39736
4 48734 51959 95547 57560
4 60402 69426 98324 51782
4 33234 44879 8895 32186
4 13714 28905 77946 78814
4 37256 79699 65798 14765
4 51068 2624 64494 46474
4 97290 21754 60444 68535
4 53755 117 85314 20821
4 72484 14310 82922 3651
4 66204 54893 42714 2366
4 69412 51861 47548 97377
4 77697 54547 28368 42344
4 57088 95841 25374 88358
4 12258 60574 59033 71041
4 40025 14697 37314 91071
4 48092 45354 423 85395
4 62697 39225 2333 79951
4 32280 31987 24436 41393
4 39679 722 97443 59337
4 37140 32126 96009 91750
4 2877 8086 81780 81175
4 78162 43164 93478 38215
4 55370 96341 49018 81201
4 61413 54138 84817 71828
4 40840 94500 96266 87531
4 96237 59661 87930 96188
4 85964 46400 33773 16887
4 57613 95927 74585 65760
4 91798 51213 86401 2966
4 43888 22835 18518 56324
4 62753 9665 59612 14264
4 62691 825 29318 73694
4 46841 86506 51069 71495
4 60198 36136 34383 72330
4 23690 82103 35276 10509
4 63941 21907 39199 51652
3 48309 25592 67619
4 95571 98913 92029 25494
4 22794 75415 71784 20052
4 75767 66892 1709 18471
4 53978 36814 87032 37584
4 67208 41679 20757 36896
4 34165 89330 28955 33666
4 70238 94384 8790 62086
4 21314 47744 54862 89479
4 99266 58560 95361 34385
4 79407 16123 97041 96918
4 65065 91713 7781 37402
3 82336 89203 43830
4 57153 43126 72324 24569
4 38029 91118 73066 98182
4 27483 88139 34677 64936
4 18751 17297 37325 93916
4 59159 71602 4810 82683
4 45519 68723 8144 98857
4 22452 21959 36155 27433
4 24151 25153 30640 33737
4 21572 43725 52548 75002
4 89179 56780 43162 80182
4 93938 85782 18394 93675
4 57049 30437 40022 85339
4 3712 3098 99419 30697
4 36788 554 20122 65408
4 97966 42737 11289 90085
4 41412 50474 27499 51355
4 60707 89648 46816 43912
4 72174 59095 93591 76417
4 13235 68516 48170 77840
4 54887 6491 26551 44576
4 16601 90735 79990 91260
4 90764 66029 73539 29860
4 67608 38881 54982 85165
4 9583 81259 58836 88997
4 24699 20903 98201 46370
4 63406 62068 49890 13089
4 40237 98593 69285 17896
4 62221 22805 32273 41262
4 3600 22816 19678 81195
4 76710 50925 39694 63463
4 59004 36297 61149 95099
4 44652 45493 23000 1892
4 27711 95874 75016 29494
4 34442 26533 34804 97511
4 43539 77636 82467 29938
4 97208 94743 82102 92917
4 11456 54037 67839 84460
4 90247 63364 56438 65035
4 49071 19650 69966 4965
4 81971 61117 69076 47726
4 27904 53054 13182 85152
4 93663 3055 90137 47177
4 30362 30531 11695 26662
4 96810 99310 24845 91564
4 31807 65742 42611 49621
4 64606 57972 96097 74998
4 49741 93408 28691 10587
4 84710 94415 43318 14024
4 41266 12986 12784 501
4 66300 46544 39466 65528
4 85018 33889 65537 34590
4 63656 79034 60359 36344
4 11283 54959 1017 57937
4 47034 81059 8330 75913
4 29025 70555 4619 10861
4 30012 65590 52364 95106
4 74721 49001 27632 69029
4 35495 55709 54471 96661
4 7102 33926 59478 8626
4 93625 41717 7932 91426
4 5667 25094 43262 53948
4 50879 51254 92074 39338
4 43965 13178 63065 38193
4 3591 5367 7606 3643
4 79570 52905 40820 65029
4 80599 44114 9196 78298
3 47580 92288 61784
4 33366 14425 87931 56969
4 64286 87096 27434 78230
4 66484 48403 32041 91480
4 69775 33671 15937 15934
4 89431 90044 86233 55453
4 80472 43921 33809 37419
4 18978 18682 58688 53091
4 8314 83939 95735 70781
4 52472 42215 35999 6901
4 13764 77906 54384 10042
4 59151 22675 36636 84038
4 75309 96444 39194 15564
4 97483 56618 94934 4950
4 56143 49422 2113 80806
4 60122 42831 72790 73861
4 21528 25385 82904 31621
4 63539 23300 76505 27229
4 20769 14384 86158 81277
4 57705 42711 387 48143
4 27442 49136 49383 38683
4 41825 99637 35902 81430
4 25245 61749 64250 31699
4 20173 25148 2368 83942
4 10383 18892 45678 97351
4 82122 71127 24454 79913
4 92828 77397 91116 63829
4 64449 9053 39968 17398
4 45217 38522 54658 78875
4 24521 26343 34191 29784
4 12863 20116 56634 50701
4 33105 59373 63497 4841
4 12398 35039 95884 82224
4 66808 4665 65586 43336
4 11796 79435 54290 57927
4 3717 43017 61832 20205
4 53623 16136 89577 98950
4 78355 66313 79711 68748
4 76122 71274 50811 93724
4 87176 48399 98795 14993
4 3554 68876 28563 60685
4 93944 31273 19465 5286
4 1950 89435 97985 45346
4 76300 46615 6031 6712
4 74365 7060 69154 78575
4 94906 81847 36193 98894
4 81112 99785 68871 29201
4 35415 76814 68452 54645
4 76703 30385 21831 76970
4 66370 36180 82976 38676
4 67068 48767 4262 25155
4 71651 19450 51909 26418
4 43920 25340 97326 73721
4 69727 52975 70304 45270
4 51091 86832 58038 66874
4 15486 47818 47280 52536
4 2951 55423 30559 67729
4 87383 43922 78219 75467
4 69460 86368 5904 92870
4 71028 74722 49818 71109
4 51970 80813 97408 28872
4 5812 40415 56457 83501
4 55881 47051 82510 78231
3 3002 7157 2037
4 55977 22121 48302 64166
4 58088 61643 25229 6854
4 84278 19803 25678 27897
4 2315 30694 20603 32458
4 50125 79653 26274 20160
4 37301 33195 8965 94263
4 40803 35769 31284 8316
4 24585 90204 51934 38326
4 63180 94229 63082 67514
4 27877 3631 60083 60628
4 56664 7770 20156 40943
4 93582 31906 20491 20708
4 66844 62647 20030 81892
4 74546 36531 52815 52377
4 28448 29714 57916 32814
4 46057 90421 94650 81860
4 44725 47731 70270 70007
4 62313 86552 62857 49484
4 25004 41091 99699 74258
4 84868 2162 99267 80546
4 43447 77826 98670 90959
3 89550 59761 7626
4 10958 97102 54203 91846
4 24422 57075 32270 25508
4 27202 10042 85787 98577
3 41865 42000 27163
4 65802 35344 73237 47032
3 92738 72023 85648
4 48392 58555 56334 15266
4 64858 17477 63373 33361
4 90975 70494 17436 27367
4 87886 31189 56915 62009
4 90170 43811 88900 22105
4 46037 53230 66148 50179
4 55003 83524 52085 96563
4 8435 87811 44582 82495
4 37112 9713 49030 87149
4 21238 61348 40180 85275
4 64791 72063 8336 12338
4 45477 86397 70165 34481
4 76315 25663 72251 84325
4 96201 12072 73948 7465
4 65358 91680 49244 17033
4 70395 56983 94805 57299
4 24582 19609 75338 49834
4 80867 46520 78017 40467
4 18336 88056 27216 83368
4 84629 28925 90743 68308
4 71145 87224 75756 22805
4 86207 99794 60294 10309
4 53635 46568 72696 79228
4 49546 78787 26217 33051
4 94356 14908 4393 36309
4 32674 75688 56906 87412
4 50690 81355 98146 7258
4 60256 21030 34154 17288
4 14745 9565 1586 72969
4 64186 60276 10949 39199
4 32659 27245 9877 21276
4 82443 1777 82016 26751
4 28300 33840 79570 58199
4 86536 27883 51509 97923
4 11446 61373 60790 33132
4 30575 42684 90340 88273
4 50571 56001 71530 49226
3 48305 53349 82378
4 13910 42408 24274 80886
4 32831 15110 29776 24754
4 70708 75329 80175 29229
4 64302 22818 73382 54345
4 74464 97061 91298 54375
4 98082 74471 29316 2303
4 49074 50721 24697 13815
4 73243 90503 10444 50662
4 9796 67232 35226 50394
4 26194 22842 11082 74477
4 84167 88044 76952 98184
4 734 43374 40519 91166
4 33778 45639 22174 78518
4 40709 73314 98912 36019
4 57145 14605 84705 13679
4 47549 19053 2862 66873
4 56886 15645 15324 43520
4 11587 31 86250 42845
4 79292 83166 21416 62242
3 16599 69390 7672
4 94533 7549 88516 79759
4 10118 98685 21995 95931
4 82583 50233 52701 31358
4 10051 6339 83193 57861
4 96758 84358 70000 71797
4 99792 73996 58477 66638
4 41461 84823 94913 39174
4 53770 33280 86341 94971
4 3249 48810 31671 25886
4 43521 18511 24241 83352
4 19366 95447 85166 55910
4 42623 13856 71663 93313
4 64957 67975 2054 11802
4 23889 90031 80765 83938
4 34677 21560 16718 89843
4 52393 30454 69935 27954
4 40311 74657 1027 52732
4 58713 6291 13579 85773
4 42117 90420 86731 91251
4 22190 6425 66455 90988
4 90376 92338 7243 9371
4 4286 19180 91662 40223
4 32663 84896 92114 5244
4 73838 59706 42184 99206
4 46087 54712 24691 61636
4 41018 24444 2180 79984
4 30401 48796 40200 64646
4 27630 5210 96046 22523
4 38145 24723 34761 87881
4 77989 26989 92445 2784
4 60053 72527 22267 28369
4 92960 8041 96760 79099
4 68230 86605 31051 29992
4 8688 20803 39469 93334
4 33180 63504 4302 58550
4 55924 95194 25755 86138
4 12221 25552 98587 94880
4 46001 3225 23203 86965
4 96148 4443 73055 68132
4 12875 25830 58206 90843
4 77097 10960 693 9644
4 16473 822 75171 74425
4 94648 58627 82958 98326
4 52513 30217 54138 12734
4 9783 29208 13188 92458
4 50556 37366 88177 15971
3 95148 95135 59605
4 48870 53802 26270 4065
4 89930 16632 90944 59800
4 26747 8316 968 41337
4 37411 65461 98718 70337
4 60523 62733 29760 17644
4 6555 13363 44136 49780
4 3785 36960 73276 52021
4 30249 27496 793 1502
4 20802 36496 86550 36980
4 67895 11693 71620 60597
4 31945 99815 12931 38872
4 4164 19111 85591 79100
4 23498 38097 32640 67209
4 20845 29489 87319 50020
4 32082 12649 74223 67586
4 21055 49211 58436 98290
4 74796 48714 48716 94622
4 18530 55328 51708 82608
4 10567 58996 35105 58796
4 70826 76198 37159 16400
4 56377 15218 98460 54029
4 76526 83624 92220 68326
4 55334 11724 69685 73089
4 89066 74397 66106 51356
4 15847 67045 2414 6030
4 99654 82168 5161 99724
4 83431 28169 72468 97819
4 87393 85703 45461 18247
4 51717 77848 95717 57181
4 74055 43435 15733 49309
4 90644 11601 41732 11618
4 21157 61814 32148 59300
4 91994 12823 93595 51360
4 70194 11549 42852 60984
4 20100 10323 32456 3223
4 80133 14365 67168 95495
4 5500 582 32005 74454
4 69112 43600 38130 3250
4 28499 53092 43526 599
4 5280 31415 23250 69745
4 53146 80072 41694 81311
4 53303 44951 31520 26957
4 49855 80451 50578 91488
4 13801 41807 15082 22317
4 89642 41890 67390 19065
4 26351 99190 83297 9279
4 66121 89083 4334 11414
4 3724 93682 38139 94784
4 62278 6084 81031 7602
4 79759 44272 12 15547
4 30123 28089 31995 15778
4 56322 56003 45277 84506
4 78586 56935 25667 14114
4 16674 61553 74117 51281
4 39816 8842 27626 33308
4 74006 63486 99089 29452
4 86437 13462 93796 92460
4 66398 56458 49385 68047
4 49270 11207 87044 61899
4 83729 57753 33630 24492
4 44122 8279 65808 35219
4 1830 36888 41225 45098
4 14950 68630 43365 74346
4 60197 61542 83754 38937
4 28175 77465 89143 66158
4 32450 5768 58338 66851
4 73939 77891 29608 71980
4 29567 48682 61306 64307
4 38095 5240 18412 81876
4 28148 94043 13759 66120
4 74250 22426 42767 25619
4 62026 79106 97103 57630
4 95226 57408 56384 85809
4 44170 89300 63893 12529
4 44477 31802 29550 31184
4 81635 39321 18889 89220
4 71953 91334 7751 32671
4 57105 18894 94064 95792
4 28994 60326 58266 61383
4 5712 3073 2191 22462
4 37440 94386 79073 94341
4 49211 82543 56594 38369
4 76920 93313 69752 66608
4 57676 79789 30429 1049
4 27572 71515 57638 99683
4 78060 97225 78748 31584
4 96951 39577 51212 17791
4 65976 78851 89243 61723
4 81435 14866 42435 53685
4 37090 58046 52234 53383
4 66227 50391 26031 42481
4 17667 21873 98984 71508
4 86884 13169 87804 25271
4 55612 69234 22039 63846
4 19926 92414 97409 22959
4 28426 8720 36953 93364
4 61489 71214 96052 18328
4 25849 90704 1989 76146
4 30885 9689 42821 18387
4 46811 47022 80283 74906
4 28923 11943 11729 54557
4 15405 44876 33226 5281
4 72382 8497 98075 38452
4 47682 84583 92285 63331
4 47511 49144 90954 83266
4 3321 12618 29908 75624
4 9787 13588 20647 94692
4 12239 5154 72558 92958
4 39714 41023 59553 42987
3 22680 99333 66765
4 19659 68279 99739 43988
4 2336 97122 58290 76756
4 51181 60983 92138 7849
4 25623 61212 33526 940
4 90372 55448 37582 11036
4 67632 65525 62540 54140
4 89396 5881 96838 41381
4 85129 14168 28019 92635
4 37271 65225 33127 51200
4 72669 71784 28136 6342
4 48122 28654 8658 62607
4 42136 79062 59148 88367
4 43202 9646 2395 7907
4 86031 81953 85527 98212
4 86265 48986 34050 30088
4 12159 28869 51918 11207
4 55521 84730 66037 40294
4 10160 35729 94779 30778
4 91005 40300 47978 13519
4 57890 76221 76461 62497
4 98067 95273 31280 1306
4 32601 73609 7726 46384
4 28959 93242 54748 35470
4 78537 21581 10332 56371
4 60267 3718 76061 68257
4 7580 34414 36742 59771
4 29160 66908 5145 30278
4 46297 89804 52749 45333
4 93784 69853 64418 3480
4 18919 67205 23766 69480
4 39292 43313 46588 58452
4 31632 63035 44901 92902
4 31009 81385 80017 91290
4 28064 36948 56264 71020
4 69820 29115 9473 21418
4 6279 10049 95621 21439
4 61496 13602 7350 98247
4 42057 17041 93576 98022
4 44916 2814 85939 49035
4 16438 9730 92817 11987
4 84363 51517 74924 62960
4 74097 35928 68317 91481
4 96832 3084 70622 88672
4 95211 57800 85381 25763
4 68111 57109 50524 85370
4 22444 90978 29233 6617
4 61102 90427 70155 77640
4 16666 66545 31511 36911
4 10603 64951 11355 10139
4 97074 37418 23163 89721
4 32217 59312 3976 5956
4 5753 87527 30287 24111
4 75710 16838 98733 29072
4 2739 64846 86208 22044
4 42154 63180 16199 82907
4 24319 52142 40032 56356
4 38180 5415 69444 41257
4 4298 58110 59203 10826
4 48845 45871 50206 85444
4 58379 40071 50612 94331
4 94037 72212 39061 56732
4 41039 46672 32452 33314
4 9726 9919 20426 52580
4 84250 36239 39528 96315
4 58909 92792 24716 84718
4 78116 24471 71121 71177
4 42082 33677 94201 4663
4 8680 89651 62170 94059
4 93070 66690 60073 30244
4 19946 5589 86147 46472
4 10776 60535 92145 2720
4 74024 13074 42954 62315
4 16530 85640 18592 82452
4 95787 10832 31836 23455
4 96974 37017 10033 59323
4 38925 82040 38814 28748
4 88263 48691 75304 41743
4 32249 68045 97733 33327
4 148 72777 47118 29745
4 34310 90988 24660 81755
4 14483 63892 64244 80106
4 23200 75169 64592 42985
4 75220 67480 49260 82159
4 47982 17932 63586 40734
4 8347 48118 74146 40675
4 57857 53781 53764 91507
4 91447 29179 27113 78416
4 68311 66176 17131 9370
4 1505 72801 88235 94309
4 126 5008 6341 38229
